identificador;casado_por;tipo_id;nome_sistema;classe_sistema;classe_base2;status;ativo_canonico_id
CDB325607WU;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;93c514cd-c8be-410b-a603-1da974dd0668
CDB8258GH20;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;59400f77-160e-45f7-a52f-c30e625d6f76
CDB005K3RVZ;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;595afe6c-a2e6-4cc0-8054-19ad38ea45ab
CDB7242R9D3;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;92a3ae76-e251-4a5c-9ba8-75c648e41292
CDB425B5MYF;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;8f82c7ed-56cc-4747-9f96-b1ee3e6f1bca
CDBC245VIDZ;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;5a8b7afa-4751-4933-ac71-a48f28a4e581
CDB4240PAG5;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5b3f80b4-e23a-4500-a895-7f2173ed8689
CDB4250SA52;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5b7c9c87-5f55-4243-af2c-5d9f9299e483
CDBC257Y4PV;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5c9f4621-9b87-4afc-8734-86b51d4f1270
CDBB255Y728;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;899cadb4-dd03-43a4-ab15-d6f0c4fc717e
CDB326DIROF;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5d4e469d-4be7-464e-8e68-f966d04b4fe9
CDBC257XXVR;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;885b290a-a1eb-477c-a8ac-b69bdea0cc4f
CDB5253FWDE;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;5e8b6d36-6715-4830-b1b2-b4a8881d7918
CDB62640E4V;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;881ae7da-6e09-481c-a6ea-ece4061de293
CDB6257WIUK;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5ee63f63-b3d2-4d1a-94cf-b56980d04c0c
CDB326BY48R;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5f75aa6f-569c-4499-ac5b-6fecaddadf5a
BRBPANC0H6Y7;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;805d63f4-0a3a-4298-848d-dff774b24c53
CDB7245UPPM;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;601dd36f-7700-4e67-8184-29d7fb0a81ca
CDB42532TX7;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;6425963f-4e29-471d-939f-0ab634d72c6f
CDB4257QI2C;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;6561a3d2-0be0-4d8d-a7cd-ef32169e2e21
CDB7258HOB2;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;665ccb56-649b-42f4-820c-d6b98294e7fa
CDB9248EYKR;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;7b846ba7-fb55-4e14-8a22-bb5b442fe53e
CDBC256TOKR;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7b4055dd-c628-4d7a-8d40-e92dfa0752e5
CDBA23CEZCA;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;7ada219d-524e-477c-9be9-76ab3c2f6d82
CDBB23AMW07;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;7a760601-e6c6-41a5-80b8-152c14f694a8
BRBPACC0HM57;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;68d93780-6891-4d20-bbab-c720a9628b26
CDB42483IHH;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;77628f84-3e38-48e2-887f-49779cd1a3b0
CDB525A1XP0;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;76b07eb1-742e-4296-a6c5-6ed40fc10319
CDB425B5N6P;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;6915fe6f-74e0-4244-a992-f9c8c4c459d6
CDBC257XPJ4;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;747d9989-af3f-427a-9f3a-71664b261bf6
CDB6248PGC3;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;69ef07d2-acee-4bc3-a852-a14bda8df2bd
CDBC249VYSW;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;70a3b8e2-1f6d-427d-ad81-9fe40379a970
CDB223U2FHL;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;702e2f4c-8080-4a62-9d54-df5cba61cc8c
CDB3216RZXA;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;12d9dfd9-3102-4e30-86d0-34a56ecf5ef5
CDB7242RAQ9;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;130741cc-51b4-41de-bf1c-f89cf2240db7
CDB424BMU43;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;ee63da68-98c9-4ea8-aae3-2b12c6ec1b28
CDB524BFK2F;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ee4c8094-cd6c-4969-af00-7beb8ca3d5b8
CDB126B8V3N;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;eded6dd6-cd45-429b-a31e-eb361829b239
CDB126871ZQ;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;14f43f65-44f5-412f-aec9-d2ed33a0e241
CDB322B1284;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;16adeae4-cd10-4ff3-a0b6-e6bd2a55958c
CDB005Q2B2D;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1751573e-49c9-4900-bed0-00d351208837
CDB3261XSDT;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;177e6644-f28d-44be-a0d4-a8d2fa73f693
CDB625BM237;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;17822115-d887-46cd-85b1-7b309b1d06bf
CDB42532VOI;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;17b31056-59f6-4481-ae0a-134f75b50e71
CDBB240INN6;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ebd39ee1-adc9-41fe-adcd-beb5ab1d6d70
CDB6252TMKR;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ea53720f-b164-4740-be41-bd6d4b67e736
CDBA25CYBQ3;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ea25301a-88f4-45f4-be9d-ed146278b786
CDB7258HOBH;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e9d5a173-77e0-4010-9589-88d7ebbcf449
CDB5252MDXD;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1a2d819b-6043-4392-8681-debf4a55f3a7
CDBC248TNOB;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;e7983fca-dcec-4692-98f4-9bba2bfb4eae
CDB1254S6SX;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;1ad1f6c8-67c4-4328-b69c-936a6963a79b
CDB3262V85T;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1b1d86dc-aee0-4041-87a7-05c42385c295
CDB7240IF71;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;e6f8e1ab-b331-43c2-b9c1-14cfb7444131
CDB1269KOKD;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1c5cdfbf-d0d0-4321-98cb-faf1c3ea197d
CDB42483JRZ;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;1c885089-02a6-4939-befa-c5ba13226fc7
CDBB240IXLF;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e6d58c12-f56c-46ac-8186-ef7ae6e95fe0
CDB4252H8XU;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;1d6aa448-97a8-4a34-9441-52d863e12a97
CDB52552RWL;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;e323a4d3-5450-4f22-b04d-e9faa5eb245e
CDB326CZ79R;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1ff863ee-7f70-4b72-9dbf-06b71a6db0a1
CDB226ALL5U;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;200fcb18-739c-4c17-b680-cc204ce8c013
CDB5259IZP0;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;e2ea9674-6160-4e75-8e95-a3dcd18f6f10
CDB425B5NSV;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;e2201527-c5ba-4af1-86e0-dd208d55a509
CDB22433O2P;;ISIN;CDB;RF - Pós-fixado;;SEM_COBERTURA_BASE2;20b07a55-a92c-4557-babc-f368bfd9c21c
CDB5254CUC2;;ISIN;CDB;RF - Inflação;;SEM_COBERTURA_BASE2;e147e8ea-1cf3-423e-ae07-447e1d60616f
CDB62489V5P;;ISIN;CDB;RF - Prefixado;;SEM_COBERTURA_BASE2;e103f8da-dda7-4896-b0d6-e3f45143c967
CDB625COK4H;;ISIN;CDB - BANCO VOTORANTIM S/A;RF - Inflação;;SEM_COBERTURA_BASE2;ee86d91f-b3da-482a-9859-d57e417bd6d4
CDB9250NYL3;;ISIN;CDB PRE - BANCO C6 CONSIGNADO S.A.;RF - Pós-fixado;;SEM_COBERTURA_BASE2;2a754b8d-5220-4bcb-b56d-cc4fc5ae32df
BREGHTCDC052;;ISIN;CDCA;RF - Prefixado;;SEM_COBERTURA_BASE2;dfd0c6ae-4e81-4385-803f-69c481effc56
BREGHTCDC003;;ISIN;CDCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;d744ffe3-b00e-4d57-bdb0-88da2002e850
BRVAMOCDC019;;ISIN;CDCA;RF - Inflação;;SEM_COBERTURA_BASE2;aaa5af68-e6ea-4299-b513-138a1e49395f
BREGHTCDC086;;ISIN;CDCA;RF - Prefixado;;SEM_COBERTURA_BASE2;70d65583-167a-421d-a309-485e88e5ee30
BREGHTCDC060;;ISIN;CDCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;33968fec-7099-4549-a8b3-4f3557c5ce00
BREGHTCDC011;;ISIN;CDCA;RF - Inflação;;SEM_COBERTURA_BASE2;5a78e3bc-45c1-4225-9bee-bcd592b350d3
BREGHTCDC029;;ISIN;CDCA;RF - Prefixado;;SEM_COBERTURA_BASE2;53862650-a98d-4047-ae9f-63c20425a22d
BREGHTCDC078;;ISIN;CDCA;RF - Inflação;;SEM_COBERTURA_BASE2;333ca609-3a96-4acc-9a4d-06e0d031d2b9
BRVAMOCDC001;;ISIN;CDCA;RF - Prefixado;;SEM_COBERTURA_BASE2;b8954212-d756-47f1-8989-6ccf14ea5702
BREGHTCDC037;;ISIN;CDCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;918fa545-6434-48b0-b455-41d8b73e8823
38064885000165;;CNPJ;CHINA ADVANTAGE FIM CrPr IE ACCESS;Multimercado;;SEM_COBERTURA_BASE2;9a8e73a3-359b-4228-b9f1-6f0c3c56848e
BRIMWLCRA903;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;3fae6e8e-127f-47d9-b7b0-cc9f65b7aaae
BRIMWLCRA0P7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;b8028bf3-badd-4e74-8841-4a9db738333f
BRECOACRAG27;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;f6274628-8f70-470e-acff-c80ff90158fc
BRVERTCRA1Z6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;7a1ef7e0-ca31-4630-a3a8-2fd2a13abca0
BRVERTCRA2C3;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;9abf6da3-4b31-49a5-8eee-017081a31564
BRIMWLCRA7H9;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;e636f7d4-f7b6-449b-97a1-173f1cd724dc
BRECOACRA952;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e419b17d-7f95-4d6c-8d21-3228527a6fe9
BRASECCRA086;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;83e6e88b-82be-4754-aab4-8c8cf0714ec7
BRRBRACRA5R4;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;1de0d927-4ce3-47fc-b127-75df6c12fd88
BRIMWLCRAAG7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;e38ecc0c-de30-4537-ab12-864f97c3ab05
BRRBRACRA3S7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;1e779f7e-f1aa-4c1d-862f-6c0b3779cabe
BRIMWLCRA6R0;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;1e90921e-057c-4774-8e90-0973c7c1fb21
BRAPCSCRA0U9;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;70f20bfc-4419-49f6-b896-8ef01140132c
BRVERTCRA492;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1f4c5369-d593-4431-8b12-7a2eaf3a0f39
BRECOACRAFX1;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;f0418e31-2db8-44a5-a58f-74cb69436b4e
BRECOACRA986;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;b13a0281-c926-4cca-90a1-4517c7efc6b6
BRECOACRACM1;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;4128a218-af19-48e4-b1ed-f0e5c73bae30
BRECOACRA7F2;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;20211699-e800-468e-b5ad-8f511281cfb5
BRECOACRAGS9;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;833507e9-9ed2-4cc8-9633-bfc094116016
BRECOACRAJY1;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;206d273a-c60e-4ce4-8cf9-d8aa725a750b
BRRBRACRA637;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;b1065c9a-b228-4061-869a-393e93add6a8
BRIMWLCRAAX2;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;56b1a644-9ed1-46dc-8a2c-9452cdbd6227
BRECOACRA4D4;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;e1cd7960-5d16-4a07-b602-f90c8d321105
BRECOACRAF02;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;20efda50-d447-45e3-9609-f37373920a11
BRVERTCRA4M8;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;091f6989-3d15-44f8-9cff-298bf40430b4
BRECOACRAB14;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;21b82ce3-1b07-40b8-b5d1-a48d1ad64fb8
BRECOACRAG35;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;21df25e7-3a1c-4d5e-bfd7-7f2c542deb89
BRRBRACRA6O9;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;99b19484-1832-40e5-9d5e-3505cad46a2d
BRECOACRAFU7;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;82db1a08-9158-441c-b542-1290be8ca3fd
BRECOACRAF10;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;98a47c0d-d190-40b5-aa95-c20adf0eec91
BRECOACRAEQ8;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;2237ab60-cc0a-4cd6-8e41-c2c4c4c178ce
BRRBRACRA5S2;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;f0654037-0c4b-469a-87a4-b394759dbd0c
BRRBRACRA3T5;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;dff2b037-bba7-41ed-ade5-350a32012374
BRECOACRALP5;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;af288d2f-719e-4765-82b6-d467fe5c4e2b
BRCASCCRA1G1;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;22e7b7be-c66f-4519-bd6f-dcbc4055a08a
BRIMWLCRA6T6;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;97d27771-8459-40ea-93e9-24d2aa48fc1c
BRRBRACRA7W0;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;df72168f-486a-498b-9db0-f4f40e5f8796
BRECOACRA9U7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;de71d7dd-932a-42e5-b4d3-b48d52a80412
BRECOACRAH42;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;ddb6d197-b0ca-45c7-9c93-5e2b4a27f9e5
BRIMWLCRA4M6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;25fad71a-9a94-429c-908a-76d268e2b62c
BRRBRACRA4R7;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;feea763e-c954-496b-8422-0808043d86d3
BRVERTCRA2S9;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;d9803ad3-a1ce-40af-a2a8-2db5db984b04
BRRBRACRA3E7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;0ed0f383-3ac6-4846-a333-6d77e67795c5
BRECOACRAC13;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7fd99bf9-4745-4356-beed-538ed1fd1b3c
BRECOACRAIY3;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;d8d38341-a7ba-4c52-a480-5823ed8921cd
BRIMWLCRA101;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;962263b8-df0f-49b3-ace2-066ad932a760
BRVERTCRA310;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;27ab54b3-ae52-49b0-ae84-28050a5f8d82
BRRBRACRICE8;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;aa868d26-83bf-4428-8291-0e1947904955
BRECOACRAMA5;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;fe8665b7-9f20-4f08-9804-42d2625a5626
BRECOACRAJ16;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;956f86d2-1cf5-4e2e-9027-49592f87ea08
BRECOACRAHG2;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7eae02dd-bbcf-4314-a857-5933bfdf82ec
BRIMWLCRA6W0;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;9548ecc3-3809-49e2-aaea-05710a307010
BRIMWLCRA713;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;fb900556-ea1f-4ea9-84bc-fc4c54c95308
BRRBRACRA363;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;624fc82f-f640-4f82-bfe9-3348050d667c
BRECOACRAB06;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;cfbe0fa7-2a2f-421f-993c-8716989997f7
BRECOACRA9E1;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;ce71589e-d165-4b8e-b1d0-d32482f6c5ce
BRRBRACRA3D9;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;2bafd74c-e8e4-4de3-a927-0ca1ece6a6ee
BRECOACRAFJ0;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ce53f5d3-8541-47e8-84b6-8d67b0023127
BRRBRACRA496;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;cde80d2d-b878-428e-a2ca-e37e323c6a45
BRECOACRAGX9;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;7e25a32b-f04f-4b65-9718-f2da7208002f
BRAPCSCRA1C5;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;93b91ea0-13b6-4e58-894f-9382166307ea
BRECOACRAL53;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;691f15b1-c62f-470b-af67-c2168c5f5ebf
BRIMWLCRA9C6;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;a68dc4c7-8daa-4565-a69b-c45b397b0cb1
BRECOACRAMB3;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;7d230706-d7fb-4ed5-b649-d50ec28e3a80
BRRBRACRA7J7;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;045ac17e-473b-4aa2-b99b-60fbc1f131a7
BRRBRACRA5Q6;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;2e37325e-55b7-4bed-a664-2d71922bfbfe
BRECOACRAFY9;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a61207d6-55b4-4825-93f7-5e006e378451
BRVERTCRA2F6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;92904fa0-ad17-4891-bff3-3838ebea03cc
BRAPCSCRA1B7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;cc83fff6-5136-4033-a621-b176b3b072d3
BRIMWLCRAAK9;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0e60e77e-ae1d-417d-a834-ba8e678bec04
BRIMWLCRAAI3;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a3b44260-1318-4b91-a1ac-e85abf99a8b8
BRIMWLCRA2B3;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;f0ae70b9-e32f-47a5-86a0-81b2f1b327f8
BRRBRACRA3K4;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;c9d3fb64-dfa9-4950-be69-6dff307b3938
BRVERTCRA393;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;c8622127-3d23-41f2-b36f-e1e095537ec9
BRIMWLCRA655;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;a338de3b-f9a7-418a-bbd0-29e3f73e7a6a
BRECOACRAII6;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;c80f22f2-7efd-49f5-adc0-f68dc7798ec9
BRRBRACRA2M2;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;75f5ac45-c14d-467b-bd26-d9945331c722
BRIMWLCRA7R8;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;8eef4bb0-ec9d-4e8a-87e0-521c6f19c9bc
CRA02200EIA;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;c6998efc-9cc1-4533-8c88-6a84f61fee4b
BRECOACRACZ3;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;c4576747-c172-4ef4-adf1-939f036b944c
BRECOACRA7T3;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;7bdd217f-f5fb-49a7-bb9f-002e52d0cd45
BRECOACRAFT9;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;6e69673f-ac80-41c9-a2af-7aad12ee58e4
BRIMWLCRA4D5;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;334f8289-739e-4e1c-8e73-fe61fb2f4e8a
BRVERTCRA1H4;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;a18b73d0-153f-4898-9788-4c376d297bba
BRECOACRA4M5;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;8bf063bf-287a-476e-8895-844d6c24f5f6
BRECOACRAGZ4;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;4e72d01c-fd3f-401a-a341-45d023c6de79
BRAPCSCRA1Y9;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;c2795d1b-bfb3-4fda-aaef-9c231bd4d060
BRECOACRAME7;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;3445801f-85aa-4352-ae98-d56e264644f1
BRIMWLCRA7X6;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;fb5d019a-ff85-4227-8633-1077e8f06fd0
BRRBRACRA4A3;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;f2a6a894-d58a-4194-a877-92c261e5903b
BRRBRACRA629;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;f368f213-be16-4e3d-bcc6-91fb5acd72d8
BRECOACRA6A5;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;a10d8e28-b69f-4caf-964c-f6aa42f67fab
BRECOACRAG68;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;03c146ee-aca8-4221-9ccd-5ca3b4d195a8
BRIMWLCRA1A7;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;6f8ab1d3-f8c7-4cc8-818e-64a4465f8ad5
BRECOACRAD95;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;eeb712ad-6623-4b6d-809a-efb1af6dd073
BRECOACRA9Z6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;05bae650-9975-410c-a3d4-fda5821fe818
BRIMWLCRA9B8;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1332b738-6809-44a3-9646-527925988965
BRIMWLCRA549;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;ee86d211-aa97-461f-85aa-9b53e145643e
BRRBRACRA4Z0;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;bb7ad622-a062-43ce-ae4e-c35dc4258c7e
BRRBRACRA0F0;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;f58acd3b-6f09-4f9e-9c73-70311b090530
BRECOACRAH00;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;0393e055-2480-422d-9848-3273bd2fa8c5
BRRBRACRA7N9;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;ede0cf7f-c0bf-4506-a2bf-c2388d15199d
BRRBRACRA7M1;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;168bc049-e840-40cf-8cb0-4fb2c2fb7fad
BRHBSCCRA053;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9c89f1e5-c2d6-4e17-90c1-b199ad07081d
BRECOACRAC88;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;739306a7-b1b3-4152-b400-1072fcf1eee3
BRRBRACRA3C1;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ec60e8fb-f08d-48fc-9f18-492a7c1435f3
BRIMWLCRA648;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;fe8b4bbc-217b-41d8-8622-b24e8d51ed30
BRRBRACRA5T0;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;3b63cc72-36c4-425c-bc19-cf58a7421490
